mccauley-2n1,b'Windows 10 Pro 19044', , ,huntress,microsoft-ad,sentinelone, , 
mdbertrand-fz55,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
mdcooley-cf54,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
mdcooley-desk,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
mdjohnson-cf54,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
mdsawyer-fz55,b'Windows 10 Pro',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad, , , 
mdtreadway-desk,b'Windows 11 Pro 22000',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
mdtreadway-fz55,b'Windows 11 Pro 22000',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
mflurry-desk,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
mjjones-cf54,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
mnicosia-desk,b'Windows 11 Pro 22000', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
mromero-fz55,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
mwhitfield-desk,b'Windows 10 Pro 19042', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
mwhitfield-fz55,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
netmotion10,b'Windows Server 2012 R2 Standard 9600', , ,huntress,microsoft-ad,sentinelone, ,sophos
ojsantiago-cf54,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
ojsantiago-fz55,b'Windows 11 Pro 22621', , , ,microsoft-ad,sentinelone, , 
patorres-cf54,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
payroll3-desk,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc5000025,b'Windows XP Professional', , , ,microsoft-ad, , , 
pc500685,b'Windows 7 Professional 7601 SP1', , , ,microsoft-ad,sentinelone, , 
pc500755,b'Windows 7 Professional  7601 SP1', , ,huntress,microsoft-ad,sentinelone, , 
pc500882,b'Windows 7 Professional  7601 SP1', , ,huntress,microsoft-ad,sentinelone,sevco-net-discovery, 
pc501652,b'Windows 7 Professional  7601 SP1', , , ,microsoft-ad,sentinelone, , 
pc501745,b'Windows Server 2008 R2 Standard  7601 SP1', , ,huntress,microsoft-ad,sentinelone, ,sophos
pc501837,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc501925,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc501927,b'Windows 7 Professional  7601 SP1',cisco-umbrella, ,huntress,microsoft-ad,sentinelone, , 
pc501928,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc501930,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc501932,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc501938,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc501939,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc501940,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc501941,b'Windows 7 Professional  7601 SP1', , ,huntress,microsoft-ad,sentinelone, , 
pc501943,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc501947,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc501949,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc501958,b'Windows 10 Pro',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad, , , 
pc501959,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc501960,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc501961,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc501962,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc501963,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc501964,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc501982,b'Windows 10 Pro 19042', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc501987,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc501990,b'Windows 10 Pro 19042', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
pc502001,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502002,b'Windows 10 Pro', , ,huntress,microsoft-ad, , , 
pc502003,b'Windows 10 Pro 19045', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
pc502010,b'Windows 10 Pro 10586', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
pc502012,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502014,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502019,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502022,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502025,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502215,b'Windows 10 Pro 19042', , ,huntress,microsoft-ad,sentinelone, , 
pc502221,b'Windows 10 Pro',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad, , , 
pc502226,b'Windows 10 Pro 19044', , ,huntress,microsoft-ad,sentinelone, , 
pc502254,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502257,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502334,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502335,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502345,b'Windows 10 Pro 19045', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
pc502348,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502351,b'Windows 7 Professional  7601 SP1',cisco-umbrella, , ,microsoft-ad,sentinelone, , 
pc502355,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502356,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502357,b'Windows 10 Pro 19042', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502358,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502365,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502374,b'Windows 10 Pro 19042', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502407,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502431,b'Windows 10 Pro',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad, , , 
pc502433,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502437,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502440,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502442,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502443,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502445,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502446,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502447,b'Windows 10 Pro 19044',cisco-umbrella, ,huntress,microsoft-ad,sentinelone, , 
pc502451,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502453,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502454,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502558,b'Windows 10 Pro 19045',cisco-umbrella, ,huntress,microsoft-ad,sentinelone, , 
pc502559,b'Windows 10 Pro 17134', , , ,microsoft-ad,sentinelone, , 
pc502560,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
pc502561,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502563,b'Windows 10 Pro', , ,huntress,microsoft-ad, , , 
pc502570,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502579,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502586,b'Windows 10 Pro',cisco-umbrella, ,huntress,microsoft-ad, , , 
pc502587,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502592,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502593,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502594,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502597,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502599,b'Windows 10 Pro 17763', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
pc502602,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502603,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502606,b'Windows 10 Pro 19042', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502610,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502613,b'Windows 10 Pro', , ,huntress,microsoft-ad, , , 
pc502682,b'Windows 10 Pro 17763', , , ,microsoft-ad,sentinelone, , 
pc502698,b'Windows 10 Pro 17763', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
pc502699,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502702,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502714,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502721,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502723,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502724,b'Windows 10 Pro 19042', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502725,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502726,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502727,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502728,b'Windows 11 Pro 22000',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502731,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502732,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502733,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502737,b'Windows 10 Pro 19044', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
pc502738,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502739,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502740,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502741,b'Windows 10 Pro 19045',cisco-umbrella, ,huntress,microsoft-ad,sentinelone, , 
pc502742,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
pc502745,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502749,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502750,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502761,b'Windows 11 Pro 22621', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
pc502771,b'Windows 10 Pro',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad, , , 
pc502772,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502773,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502774,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502778,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502845,b'Windows 10 Pro 19045', , ,huntress,microsoft-ad,sentinelone, , 
pc502846,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502847,b'Windows 10 Pro',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad, , , 
pc502848,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502849,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502850,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502851,b'Windows 10 Pro', , , ,microsoft-ad, , , 
pc502852,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502853,b'Windows 10 Pro 19044', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
pc502854,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502857,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502861,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502862,b'Windows 10 Pro 19044', , , ,microsoft-ad,sentinelone, , 
pc502866,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502867,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502868,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502869,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502870,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502872,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502874,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502875,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502901,b'Windows 10 Pro 19045',cisco-umbrella, ,huntress,microsoft-ad,sentinelone, , 
pc502902,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502903,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502904,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502905,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502906,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502907,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502909,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502910,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502911,b'Windows 10 Pro',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad, , , 
pc502912,b'Windows 10 Pro 19041', , ,huntress,microsoft-ad,sentinelone, , 
pc502915,b'Windows 10 Pro 19044', , ,huntress,microsoft-ad,sentinelone, , 
pc502917,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502918,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502919,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502922,b'Windows 10 Pro',cisco-umbrella, ,huntress,microsoft-ad, , ,sophos
pc502925,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502926,b'Windows 10 Pro 19043', , ,huntress,microsoft-ad,sentinelone, , 
pc502929,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502930,b'Windows 10 Pro 19042', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
pc502932,b'Windows 10 Pro 19044', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
pc502933,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502934,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502937,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502938,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502939,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502940,b'Windows 10 Pro 18363', ,cybercns-sec-vm, ,microsoft-ad,sentinelone, , 
pc502942,b'Windows 10 Pro 19042', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502945,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502946,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502948,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502950,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502951,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502952,b'Windows 10 Pro 19045',cisco-umbrella, ,huntress,microsoft-ad,sentinelone, , 
pc502954,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502955,b'Windows 10 Pro 18363', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502956,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone, , 
pc502957,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502959,b'Windows 10 Pro 19042', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502960,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502961,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502964,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502965,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502966,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone, , 
pc502967,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502968,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502969,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502970,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502971,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502972,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502973,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502975,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502978,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502979,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502980,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502981,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502982,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502984,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502986,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502987,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502989,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502993,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502995,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502997,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc502999,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc503005,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc503006,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc503007,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc503008,b'Windows 10 Pro',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad, , , 
pc503009,b'Windows 10 Pro 19044',cisco-umbrella, ,huntress,microsoft-ad,sentinelone, , 
pc503010,b'Windows 10 Pro',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad, , , 
pc503011,b'Windows 11 Pro 22000',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc503012,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc503013,b'Windows 10 Pro 19042', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc503014,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc503015,b'Windows 11 Pro 22000', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc503016,b'Windows 10 Pro 19042', , ,huntress,microsoft-ad,sentinelone, , 
pc503018,b'Windows 10 Pro',cisco-umbrella, ,huntress,microsoft-ad, , , 
pc503019,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc503020,b'Windows 10 Pro 19043', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc503021,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc503022,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc503024,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc503025,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc503026,b'Windows 10 Pro',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad, , , 
pc503027,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc503028,b'Windows 10 Pro',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad, , , 
pc503029,b'Windows 10 Pro',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad, , , 
pc503030,b'Windows 10 Pro',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad, , , 
pc503031,b'Windows 10 Pro',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad, , , 
pc503032,b'Windows 10 Pro 19044',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
pc503033,b'Windows 10 Pro 19044',cisco-umbrella, , ,microsoft-ad,sentinelone, , 
pc503035,b'Windows 10 Pro 19045',cisco-umbrella,cybercns-sec-vm,huntress,microsoft-ad,sentinelone, , 
